session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
842,275,1,6,-0.7565517514702532,1,-1.0149845505525403,4,2,1,1
843,576,2,8,2.3839591379571092,1,1.2898149178946987,2,4,0,1
844,533,1,6,-0.22300117350431883,0,1.206751234528284,0,0,1,0
845,598,1,4,-0.9866165859295293,0,0.5890639230273312,1,2,0,0
846,557,1,5,-0.14151431625023725,1,1.8340118320691001,3,0,0,1
847,991,2,3,-0.9335325938745691,1,-1.0930477885622873,2,0,0,1
848,372,0,1,-0.24514559142120246,0,0.8251491521064386,2,4,0,0
849,393,2,1,0.7668171908826468,0,1.2085601095618712,2,4,1,0
850,375,1,3,-0.22056976099959918,0,0.14641867875147468,4,2,0,1
851,388,0,6,-0.5323428834027266,0,-1.6585937657374312,2,0,0,0
852,372,1,2,1.1709922506561967,2,0.6233394075675883,2,0,1,0
853,737,1,1,1.6624084666736498,0,1.0647879046071733,0,1,0,0
854,784,2,2,-0.5736383402681069,2,-1.1194755508201149,1,2,0,0
855,385,1,5,-0.3050047165116375,0,-0.4644972313829632,3,2,0,1
856,333,1,3,3.1316612354430657,1,0.7534360326839179,2,1,0,0
857,594,1,3,-0.8083746120739467,1,0.10342683542059601,1,0,0,1
858,389,1,5,-0.647773941098114,1,0.9579361463826855,2,2,0,0
859,626,2,2,-0.43895081459767776,0,0.9540164336716948,0,0,0,0
860,540,1,3,-0.8996984102316309,0,0.7090353358955713,2,0,0,0
861,196,1,1,-0.6849255595348147,1,0.21560836965686692,2,0,0,0
862,809,1,8,-0.20764616833726907,1,1.1187682498418,2,2,0,1
863,859,2,6,-0.7440148617884516,0,0.23677032139656734,2,0,0,1
864,377,2,4,0.17121504442353097,0,-1.579926362555059,0,4,0,1
865,422,1,3,-0.5733569506423101,2,-1.3152770944467347,2,0,0,0
866,557,0,2,-0.912170580490911,2,0.38409560846044594,0,0,1,0
867,566,2,1,0.4630318199378456,0,-0.1412205997201015,3,0,0,1
868,631,1,5,-0.1555656594838735,2,0.5661869117511704,2,0,0,0
869,902,1,6,0.7641282046455399,1,-0.7637384771874138,0,0,0,0
870,464,1,5,-0.5537098322735512,0,-1.363906655821436,0,0,0,0
871,340,2,1,-0.9879595023334439,0,0.1665090810147003,2,1,0,0
872,224,1,7,-0.9592330213134885,1,1.7923718218373057,5,2,0,1
873,353,1,1,0.6061942788615741,2,-1.2933758292951678,0,0,0,0
874,493,1,3,-0.47010925688028693,0,0.05794120076461543,0,1,1,0
875,858,2,3,2.8020452546712162,1,-1.1008680495741763,2,2,0,0
876,396,1,1,0.7962171027497487,2,0.5807151384045125,2,2,1,1
877,544,2,3,-0.9913325940997546,2,-1.2431649501874058,3,3,0,1
878,496,2,3,1.067063365772608,0,2.1379811520597043,3,0,0,1
879,737,1,4,-0.7644167030276198,1,1.1777170377152364,2,3,0,0
880,1005,1,5,-0.33043531989781655,0,1.4261747487717684,1,2,1,0
881,393,1,2,-0.2903439295141178,1,0.9382327686089369,2,0,0,0
882,402,2,4,-0.9452325210252442,1,0.39212229844494284,1,3,0,0
883,708,1,3,-0.8712765066672129,1,-0.8717811977702826,0,0,0,0
884,636,1,6,-0.44847069891369407,0,-0.9456631520261982,2,0,1,0
885,869,1,4,0.03867620406191679,1,0.4579007633311862,1,0,0,1
886,616,1,1,-0.6955244587723864,0,1.8875767439114752,2,2,1,1
887,428,2,5,-0.24769869790432136,0,-0.8855555513091217,0,3,0,0
888,618,1,5,-0.5230770171933387,1,-0.41130689447974617,4,0,0,1
889,721,2,5,0.0043770992704089025,2,-0.8990586521446604,1,3,0,0
890,664,1,7,-0.4460175434442695,1,1.4830854715776796,3,0,0,1
891,601,1,5,0.932806357483656,0,-0.6437535331720782,1,0,0,0
892,713,0,5,3.181819783328966,2,1.3997887744997095,1,0,0,0
893,733,1,3,1.4763132711646556,0,-1.2175371953231415,1,2,0,0
894,776,2,4,-0.820059138522486,0,1.0204078783601886,3,2,0,1
895,629,1,6,-0.38645071248334334,1,-0.5783498895723332,2,0,0,0
896,466,1,5,-0.3833731120734274,0,0.464602475854167,1,0,0,0
897,529,1,4,0.8590000757522932,1,-0.5738838637711178,1,2,0,0
898,741,0,3,-0.5584077525575456,1,1.800271782898554,0,0,0,1
899,336,0,2,-0.19661132152050878,1,-1.4302572233660267,2,0,0,0
900,573,1,4,-0.05204443968629189,0,-0.9299599644383147,1,0,0,0
901,421,1,1,-0.8875991188148219,0,-1.0175737657496722,0,4,0,0
902,505,1,6,-0.17755710585449028,2,-0.2602326258872173,2,2,0,0
903,755,1,7,-0.71954021880562,0,2.0400073312583062,1,3,0,1
904,538,2,3,-0.7724597772609367,0,1.340841573077334,2,0,0,0
905,509,1,1,-0.7148378518535851,0,-0.8065123612401873,2,2,0,0
906,228,0,3,-0.901434808341441,0,-1.2922363016000107,1,0,1,0
907,649,1,6,-0.9343478326686977,0,-0.9688455074811336,0,0,0,0
908,629,2,5,0.05083104976018479,0,-1.8032007906139966,2,0,0,0
909,932,1,7,1.8703495556766403,2,-1.564033812404984,2,0,0,1
910,438,1,3,0.17678926520167984,2,0.9960722894880598,4,0,0,1
911,543,0,2,-0.6277206411022923,1,-0.6217473221240266,2,1,0,0
912,549,1,1,-0.5928531571287095,1,-0.7524916415509899,2,0,0,0
913,815,2,4,-0.21499006787059066,0,0.9159828368346522,3,2,1,1
914,480,0,7,1.0386889766790983,2,-0.389366946799417,1,4,0,1
915,555,1,4,-0.7777690243991806,0,0.9587668612078377,1,0,0,0
916,621,1,4,-0.364989946423682,0,-0.07245550857750666,1,0,0,1
917,537,1,3,-0.3050129610437288,0,-1.6773896199897567,1,1,0,0
918,410,1,4,1.7147711454831036,0,-1.6141665331111943,1,2,0,0
919,538,1,6,-0.22653716308392768,0,2.3917242705182717,3,1,0,1
920,714,1,4,0.5361133986814497,0,-1.1755455756372961,0,0,0,0
921,294,1,5,-0.9143960194325063,2,-0.7218511589750595,2,2,0,1
922,526,1,1,-0.6052024787111048,1,0.33166278400518384,2,2,0,0
923,359,1,5,-0.046446840873037534,1,0.6561861820951252,1,0,0,0
924,739,1,4,0.14356007400338475,0,-0.8956323246956615,2,0,0,0
925,195,1,3,1.1937935192575249,0,0.41893115032753386,3,3,1,1
926,388,1,2,-0.0999790924695823,1,0.22640860931145534,3,0,1,1
927,575,1,4,-0.6601237763956073,1,0.5466748603163483,1,2,0,0
928,813,1,4,-0.2200648401999239,2,-0.90812839288684,1,0,0,0
929,486,1,3,0.2565424441127351,0,1.9807041313045142,2,1,0,1
930,388,1,6,0.5524253308018405,0,-0.49479538115459265,3,0,0,1
931,876,2,6,1.9344587210065125,1,-0.3557945031621474,2,0,0,0
932,210,1,7,-0.7925964653146971,2,-1.1259765835822646,2,1,0,1
933,64,1,2,0.09221090406062513,0,0.605315973858819,1,1,0,0
934,588,0,1,-0.7805145732432555,1,-1.081524347323773,1,2,0,0
935,399,2,5,-0.6187887408946274,0,-0.7880890329718325,1,0,0,1
936,295,1,5,-0.8511888574816185,2,1.5697087325345902,1,0,0,1
937,641,1,3,0.5002501752354134,1,1.004620721967603,1,1,0,0
938,548,1,2,1.4874598241390935,0,-0.9025512262560385,1,0,0,0
939,387,1,5,-0.9769585565016051,1,-1.3528990996189119,2,2,1,0
940,243,0,6,0.7001986953358383,1,0.08973794095510779,1,3,0,0
941,674,1,4,-0.7263855538718568,0,1.2016944903306528,0,0,0,0
942,630,2,3,-0.32904003770091156,0,-0.6163401032837039,0,0,1,0
943,480,1,3,0.39489892176254887,0,0.08603241049450336,1,1,0,0
944,869,0,4,-0.28883333155112195,2,-1.2083753893081388,1,2,0,0
945,285,1,7,-0.7403805711136068,0,-1.4179723448650645,3,0,0,1
946,194,1,7,1.3987926527248484,0,0.054628052799524505,2,2,1,1
947,361,1,4,-0.09210430079577464,0,2.327012800100387,2,3,0,1
948,490,1,4,1.7152439046797507,1,-1.2302289599091822,0,4,0,1
949,548,1,4,0.8991498197368335,0,1.297106832935276,0,0,0,0
950,451,2,7,1.1201100382583427,2,0.4995686132356833,0,2,1,1
951,570,1,4,-0.5512252864738644,0,0.16381340063587396,2,4,0,1
952,249,2,3,3.4341061027362607,0,-0.9104419581915979,2,0,0,0
953,788,1,5,0.9380391069729098,0,0.5512408673326171,1,0,0,0
954,483,1,2,-0.5889293148902918,0,0.6316331257297916,0,0,0,0
955,723,0,4,1.298244837724231,0,-1.2361386980671765,1,0,0,0
956,568,1,1,0.42388251949303946,2,-0.30939527160185915,1,1,0,0
957,591,1,4,0.30568641818962894,1,0.22063774374976075,0,0,1,0
958,613,1,5,-1.001511561228903,2,-0.6874602578505024,1,0,0,0
959,589,1,7,-0.9846470618996802,0,1.045554113827971,3,2,0,1
960,628,2,2,0.19917803235562787,1,-0.6388481719661395,3,0,0,1
961,765,1,2,-0.6756043439309225,1,1.112795934045538,1,0,0,0
962,539,1,2,-0.9465328015030223,0,-0.2785607176606609,1,0,0,0
963,641,2,5,-0.6653048644864853,1,0.5353319728760484,1,3,0,0
964,482,1,5,0.8428280192528061,2,0.6232147741647077,2,0,0,0
965,788,1,6,-0.3609624703683181,0,-1.0204881852224794,1,2,0,0
966,364,0,4,-0.035510564859088045,0,2.1487234821613135,2,0,0,1
967,860,1,3,0.6316481171837061,2,-0.6208228021907589,0,0,0,0
968,491,2,4,-0.6105515011642701,0,-0.14975122058613902,2,4,0,1
969,213,1,2,-0.9964635581416363,1,-1.369562742425591,1,2,0,1
970,525,2,4,-0.6106317466331492,0,-1.437103731738781,2,0,1,0
971,363,2,6,2.1848775995411245,1,0.08792037644126498,3,0,0,1
972,668,1,4,-0.338284402778129,1,0.5422542531835459,3,2,0,1
973,369,1,3,-0.1499276597962286,1,-0.5431171850968026,2,0,0,0
974,410,1,3,0.4454589474812937,2,-1.5448084937577162,1,0,0,0
975,122,2,3,-0.8836850301576099,0,-1.057114270943223,3,0,0,1
976,409,1,4,0.3387780435306381,2,-0.4834617237529242,1,2,1,1
977,64,1,1,-0.6483516860681807,0,1.088538415110745,1,0,0,0
978,183,1,3,-0.508182093944271,1,-0.7608931909857332,0,2,0,0
979,652,0,3,-0.6884859057962719,0,1.0214662455758614,3,0,0,1
980,657,1,6,-0.8383163182637476,0,-0.7715998165316719,3,1,0,1
981,585,1,6,-0.5516257422659661,1,1.2908332013590176,3,0,0,1
982,306,1,4,-0.9067433001237345,0,-0.32901130468000517,1,0,0,0
983,490,1,5,0.8868668786876681,0,0.37303720710613497,3,0,1,1
984,499,1,6,-0.6364173170438961,0,1.3319211245891,2,0,0,0
985,268,1,1,0.07046322879507325,1,-1.0315893965305545,1,0,0,0
986,800,2,4,-0.6498841597661916,1,-0.144091053555883,2,4,1,1
987,675,0,3,-0.7672066497866501,2,0.4688599997292285,1,1,0,0
988,455,1,2,0.2640699171991817,2,-0.6792045581474904,2,0,0,0
989,505,1,8,-0.012973291755515893,1,1.836491655344472,3,2,0,1
990,541,1,2,-0.7576248699923548,0,0.17061522142807664,2,0,0,1
991,91,1,1,-0.044684556753921946,0,1.357836404169263,3,0,0,1
992,450,1,1,-1.002763660027035,0,0.13603726295500534,2,1,0,0
993,363,1,2,-0.8098415056348514,0,-1.1331017335271683,1,1,0,0
994,299,1,2,0.31541642997491076,2,-0.8732780846854706,2,3,1,0
995,443,2,4,-0.4709554645987956,2,-1.216555501409448,2,0,1,0
996,859,2,6,-0.7762830757070406,0,0.28272642893386246,1,1,0,0
997,628,1,6,-0.29076595622183077,2,0.022764677467613008,2,1,0,0
998,385,1,8,-0.3712747647619216,2,-0.2610430875634402,0,0,0,1
999,614,2,8,0.014255751123222927,2,0.1177565689061087,1,0,0,1
1000,779,0,6,-0.9312730581555243,0,1.017992499993679,1,0,0,0
1001,684,1,3,0.7325671323470517,0,0.2644370988828394,4,0,0,1
1002,511,1,6,-0.9467937352858979,0,-1.812040768006428,1,2,0,1
1003,370,1,5,-0.3926569316437963,0,-1.0276335079986827,3,0,0,1
1004,639,1,4,0.2528225373825916,0,-0.8127891047736471,3,2,0,1
1005,578,1,6,-0.5778071063303749,0,-1.643501215083056,1,2,0,0
1006,679,1,5,1.4425666979615632,2,0.1550973507638583,0,2,0,0
1007,627,1,3,0.4236291223600413,0,-0.4131923378864125,2,0,0,1
1008,709,1,4,-0.4431671446709671,1,-0.364224564116714,0,0,0,0
1009,392,1,3,-0.8012645453320122,2,0.5645528956970016,2,0,0,0
1010,763,0,2,-0.9626941043389564,2,-1.0836294555657018,1,0,0,0
1011,539,1,8,0.6375738539240514,1,0.8606945440947533,0,2,0,1
1012,915,1,4,-0.7881607480387097,1,1.411915759837405,0,2,0,0
1013,362,1,2,-0.6882292588795883,0,-0.7350143175519617,2,2,0,0
1014,847,1,2,-0.9972527112732364,0,1.6379434644990143,2,0,0,1
1015,539,1,3,-0.9891542106506992,0,2.734360699895805,3,4,0,1
1016,369,1,2,-0.7414800374648046,0,0.6504545110678759,2,0,0,0
1017,403,1,5,1.0899118704945114,2,-0.2974451840012456,1,0,0,0
1018,435,1,4,0.5359480689189892,0,-0.49296864275137087,2,2,0,1
1019,584,1,5,0.48636363010411043,0,-0.4076166098703593,2,0,0,0
1020,604,2,4,0.77678288536122,1,-1.0501566761775794,2,1,0,0
1021,385,1,2,-0.7977853215281897,1,1.9461252719148414,1,2,0,1
1022,495,1,4,2.924546921844763,0,-0.5235609734094602,2,1,0,0
1023,928,1,5,-0.7391325319706432,0,-0.9412798865278967,1,0,0,0
1024,845,1,1,-0.8426516302121299,1,0.1494564558083438,1,0,0,1
1025,587,1,5,-0.6528457069857525,1,0.6957389727298118,2,0,0,0
1026,507,1,4,-0.23895849144998507,1,-0.30778781424757673,2,1,1,0
1027,524,0,5,-0.872712161593369,0,0.7453522830860849,1,0,0,1
1028,622,2,2,0.35684723688157144,0,-0.03251470997113071,0,0,0,0
1029,295,1,5,-0.5354656492264238,0,0.3719142374822162,3,0,0,1
1030,448,2,4,-0.15321120129117843,0,-0.5961761996190684,2,1,0,0
1031,166,1,1,0.33992572240401214,0,-1.257300857700695,3,1,0,1
1032,579,0,4,1.3535112853813778,2,0.9884337636993231,1,0,1,0
1033,629,1,4,0.732552134877501,1,1.2726243997207396,4,0,1,1
1034,403,1,10,-0.22364789024653764,1,-0.9242519732812605,1,0,0,1
1035,814,1,5,3.8028843643615775,0,1.5967455070678087,3,0,0,1
1036,254,1,3,-0.2405042483738553,0,0.944520427295726,2,0,0,0
1037,207,2,3,-0.22693335404707646,0,2.5445541139633447,1,0,0,1
1038,544,2,2,-0.832359898643851,0,-0.6798491933405343,1,2,0,0
1039,709,1,6,-0.8440975158016577,1,-0.7478417864504839,2,0,0,0
1040,836,2,3,-0.819940600272348,1,-0.5058571918013106,2,1,0,0
1041,408,2,2,-0.09650250449821021,2,1.0926313456937615,2,2,0,0
1042,715,1,1,-0.4622601829798134,1,-0.7866389882310604,3,0,0,1
1043,492,1,4,-0.5119602182632951,2,0.1340396814918839,2,2,0,0
1044,465,1,6,-0.8690724619544183,2,-0.2550526863843375,0,0,0,0
1045,676,1,5,-0.5198696000891665,2,0.23148598291100486,0,2,0,0
1046,630,1,5,-0.5249518313543816,1,-0.5157371890186511,2,0,1,0
1047,184,1,5,-0.021564497105918984,0,-1.2813995327551004,1,0,0,0
1048,795,1,1,-0.5077694102040619,0,-0.08920019183984793,4,1,1,1
1049,776,1,4,-0.45599732035901563,2,3.113795034550118,2,0,0,1
1050,374,2,3,-0.6842261836829483,0,1.8876698759852657,1,1,0,1
1051,579,1,6,-0.8644622517662433,0,1.6250111971086862,3,1,0,1
1052,598,1,2,-0.6450783444006771,0,-0.14130149189205832,0,0,0,0
1053,552,1,4,-0.963410040129163,1,2.124750355803144,1,2,0,1
1054,389,1,5,-0.7761795167423005,2,-1.040945611483226,0,0,0,0
1055,365,1,7,-0.6081767485369673,0,-1.1293558804102932,3,2,1,1
1056,494,1,3,-0.847763927613391,0,0.7096393417677436,0,1,0,0
1057,734,1,6,0.10435568749591914,1,0.19058754682172682,2,1,0,0
1058,608,1,3,-0.6726651210489117,1,1.2117854122762481,3,2,0,1
1059,425,1,4,-0.03564730186723189,0,-0.5139372479447067,1,0,0,0
1060,654,1,5,0.04228197622242682,2,0.9835684950739589,2,4,0,1
1061,64,1,4,-0.4048137244640927,1,-1.095627811301431,0,4,0,1
1062,729,1,3,-0.40146246589146317,0,1.7715483740830773,0,0,0,1
1063,152,1,3,-0.12199044782033967,0,-0.9423454786621484,3,0,1,1
1064,427,1,5,-0.6982317986706726,0,1.2894974854842425,1,4,1,1
1065,276,2,7,-0.9860227542120931,2,0.8793973324956321,1,4,0,1
1066,241,1,3,0.045540209723341045,0,-0.39734081147450956,3,3,1,1
1067,732,2,6,-0.05400429894330335,0,-0.7039159260253747,1,0,0,0
1068,406,2,3,-0.3498174276310237,0,-0.4706184180760774,1,2,0,0
1069,569,1,7,1.113357831036909,1,0.7630196865767025,1,0,0,1
1070,490,1,3,-0.2851751761107853,0,2.0693621474424253,2,0,0,1
1071,595,1,5,-0.6400037629940097,1,-0.6165918799685453,4,4,0,1
1072,515,1,13,0.26362727714725775,0,1.0864175922441965,0,1,0,1
1073,243,1,3,2.3290406843845757,2,1.499382300982238,2,0,0,0
1074,699,1,8,0.3500906708676979,1,0.5977420883923302,2,0,0,1
1075,401,1,5,1.4282889211423864,0,0.8048054276763474,2,0,0,0
1076,188,1,3,-0.8862319491977481,0,1.2759617217978785,2,0,0,0
1077,414,2,7,-0.8767052982704282,0,-1.000288218247437,2,0,0,1
1078,800,1,4,-0.837041647445535,1,-0.8681997390172971,2,0,0,0
1079,670,2,5,0.22640507347191538,1,-0.7900879391838238,1,0,0,0
1080,430,0,7,-0.505609576691396,2,1.610063833573594,0,3,1,1
1081,430,0,6,-0.34723059926826244,0,0.47221307138211227,1,0,0,0
1082,435,2,4,-0.6989710110518315,0,0.3076767893176067,3,1,0,1
1083,915,1,3,0.347106730414662,1,0.5046191795446827,2,0,0,0
1084,576,1,6,0.8906081516040366,1,-0.3648511772662233,1,2,0,0
1085,586,1,4,-0.8302717119196933,1,1.4449231649103946,0,2,1,1
1086,706,1,2,-0.7901030218517497,0,-1.1135192886860532,3,3,0,1
1087,547,2,2,-0.5861712850100503,2,-0.516548169202025,1,0,0,0
1088,448,0,5,-0.6735110276432346,0,1.9287993650869553,2,1,0,1
1089,460,1,1,-0.23660934902240352,0,-0.13601988863030862,2,1,0,0
1090,485,1,5,0.41266586681106754,0,-0.9890248360689198,0,0,0,0
1091,492,1,4,0.5954310508051278,0,1.5729084292504008,1,0,0,1
1092,645,1,1,-0.7701074700231721,2,1.4376197831636386,3,0,1,1
1093,510,1,4,-0.811487056369766,0,1.2811022844376672,4,0,0,1
1094,646,1,1,-0.5480628645308877,0,-0.21605386305243168,1,0,0,0
1095,483,2,2,-0.845287499631388,0,-1.2960960315954622,1,2,0,0
1096,515,1,4,-0.9099308847158097,0,-1.0326655423755737,1,0,1,0
1097,100,2,3,-0.7252767470698438,2,-0.7633876413409904,0,0,0,0
1098,683,1,5,-0.49852423687416886,2,-0.25081554269235784,4,3,0,1
1099,569,2,2,-0.10637095520026213,0,-0.1347023014735554,1,2,0,0
1100,699,1,3,0.29883348527352144,0,0.012116756943528274,1,0,1,0
1101,64,2,3,-0.7514840696821478,2,2.7366332603879475,3,2,1,1
1102,917,1,4,0.7287131386352576,1,-1.1815043413199104,2,0,0,0
1103,472,1,2,-0.9730276521631704,1,-1.3738319644386707,1,0,0,0
1104,721,1,3,-0.41076266196354433,1,0.9178094405078335,0,0,1,0
1105,292,2,2,0.011869795636354513,1,-1.3791658247610596,0,0,0,0
1106,622,1,4,-0.6577088126784657,0,-0.2283254378260311,1,2,0,0
1107,289,1,2,0.16284277865629704,1,0.6170835269148311,1,2,0,0
1108,375,1,4,1.0444227763335727,1,-1.3229080536522662,1,4,0,1
1109,882,1,9,-0.9126494142479376,2,1.1376700311212884,0,2,0,1
1110,461,2,9,-0.27699618649049934,0,-1.0597077345693464,0,0,0,1
1111,543,1,1,-0.9885908829108567,0,-0.9234328070426547,2,1,0,0
1112,674,1,1,-0.6743475846792183,0,-0.08747203857494663,0,0,0,0
1113,599,0,1,-0.8580757699023317,1,0.5764937403523032,2,0,0,1
1114,530,2,5,-0.012239461179102957,1,0.3039968636377978,0,2,0,1
1115,572,2,6,-0.7170494404034193,0,-0.3316164993037212,2,0,0,0
1116,980,1,5,-0.6703530317102812,1,0.6646096114923741,1,0,0,1
1117,488,1,2,-0.773723760103098,1,-0.06548219289396023,1,0,0,1
1118,540,1,5,-0.7236358917902571,0,0.6821634074448969,1,0,0,0
1119,710,2,4,-0.7484713499553343,0,1.1686443287307113,1,0,0,1
1120,721,1,5,0.2094900177144307,2,0.4931530365589005,2,4,0,1
1121,737,1,2,2.1647007503690414,1,-1.0107311053757526,2,1,0,0
1122,627,1,2,-0.3225520246928718,1,-0.24060836796276355,2,0,0,0
1123,271,1,1,-0.07492975439026103,2,-0.08724719634793493,1,4,0,0
1124,826,2,7,0.7255901109692624,0,-0.9219311611292358,1,0,0,1
1125,270,1,3,-0.3503512905121236,0,0.19000979642537105,0,1,1,0
1126,560,1,1,-0.6421485313011212,0,-0.26060126594166133,2,4,0,0
1127,349,2,6,2.059081829557015,0,-1.1983498480933878,2,1,0,0
1128,487,1,4,1.3986934950781835,2,-1.179364805039615,2,1,0,1
1129,565,1,6,-0.7546875541061628,0,-0.006034073085980764,0,4,0,1
1130,564,0,1,0.22716526749624222,0,0.9270955739425969,1,0,1,0
1131,584,0,5,0.05161812352058256,0,-0.09062591703871378,3,1,1,1
1132,822,1,4,0.058830373531515344,2,0.8778197550428666,1,0,0,0
1133,590,1,2,0.7979846774746182,1,-0.011155433653018814,0,2,0,0
1134,451,1,3,0.13247587274398254,1,-0.6289086307668352,1,0,0,0
1135,692,2,5,-0.26557409833905815,0,-1.7913878826210963,0,0,1,0
1136,737,2,3,0.8953408276687665,0,-0.7539461961916379,0,0,0,0
1137,254,1,4,-0.6949379984857946,2,-0.06169103116250966,1,1,0,0
1138,619,1,3,0.14858146550386575,1,0.3031698611307251,1,2,1,0
1139,640,1,10,0.2218486618156759,0,-1.2449191035035805,2,0,0,1
1140,440,1,2,1.0697266003285306,1,0.5351157349336085,0,1,0,0
1141,775,1,2,5.482807967996694,0,-0.1957183271804033,4,2,1,1
1142,469,2,6,-0.1784996635096341,0,0.2856337581338778,0,0,1,1
1143,525,1,3,-0.33409332385728796,1,0.5976079500422576,2,0,0,0
1144,465,1,3,-0.07417753921870432,0,-1.7090765049406886,0,0,0,0
1145,503,1,6,0.0854314298762145,2,1.2003543707977498,1,0,0,0
1146,280,1,1,0.26168268098142833,1,1.3477740350515153,3,2,0,1
1147,211,1,5,-0.6720207364017065,2,0.3184295414735313,1,0,0,1
1148,818,1,1,-0.32891477580324346,0,0.9783801921156736,1,0,0,0
1149,330,1,9,-0.5364460709660884,1,-0.6589789890645468,2,1,0,1
1150,301,1,3,-0.9676428855558565,1,-0.09348928007569958,2,3,0,0
1151,69,1,6,-0.05140795586055135,1,-0.30623348406979545,3,0,1,1
1152,372,2,1,1.1056010812827564,1,-0.6158168842573208,3,3,0,1
1153,235,1,3,1.5799196964505742,1,1.4085935016695053,2,0,0,1
1154,828,1,5,-0.2667976536784542,0,-0.7722183429258747,0,0,0,0
1155,701,2,3,0.46888659467256905,2,1.01005909802015,1,2,0,0
1156,362,1,5,0.25965954728294643,0,-0.3435990247021617,1,2,1,0
1157,950,0,5,-0.7434875073673971,2,-1.0685165042539388,1,4,0,1
1158,696,1,6,-0.9417767893642377,2,-1.6537997461655236,0,1,0,0
1159,435,2,6,0.3934345216323478,1,-0.8272305095784859,0,0,0,1
1160,64,0,5,-0.6699330988678035,2,0.3521256878532446,1,0,0,0
1161,958,2,2,-0.19710669185220803,1,-1.3076910646065034,2,2,0,0
1162,222,1,4,-0.2527043485641669,2,0.05126459169635941,0,1,0,0
1163,170,1,2,0.7242923465939751,0,1.2703091673107927,3,1,1,1
1164,704,1,5,0.04445504627882634,0,0.10712229646285906,3,2,0,1
1165,987,1,3,0.9025110367811698,1,-0.7149591858478164,2,1,0,0
1166,776,2,3,0.4112559100796711,0,1.744616475691279,0,0,0,1
1167,612,1,3,7.828078283223435,1,-0.145614015048696,4,0,0,1
1168,618,1,7,1.0203922348510228,0,1.1794412598805095,2,2,0,1
1169,670,1,7,-0.7667264570497063,2,1.7375153744622995,2,0,0,1
1170,651,1,4,2.301956794263818,1,0.5027165390589671,1,0,1,1
1171,556,2,1,-0.5850412645467026,0,-1.1134482946497402,0,2,0,0
1172,520,2,5,-0.055783370456516414,0,-0.5717914066333489,2,0,1,0
1173,487,1,6,1.876777926181029,1,0.48677474473714816,1,0,0,0
1174,349,1,2,-0.7627366836849775,2,-0.09539201576046526,0,1,0,0
1175,443,1,3,0.9724081226797053,0,-0.5926920468669431,0,3,0,0
1176,161,1,4,2.105296844869796,0,0.3436443081087444,1,0,0,1
1177,480,0,1,0.947423711301683,2,-1.2823798766039312,3,0,0,1
1178,302,2,2,0.7315637644901604,2,0.07522196713664517,1,1,1,1
1179,279,1,4,-0.6952514934955755,0,-0.11698278233594644,3,1,0,1
1180,535,1,5,-0.47620280603031206,0,1.6797338677623184,1,1,0,1
1181,778,1,2,0.4450543252142099,1,1.2842323218104692,4,0,0,1
1182,683,1,2,-0.87996408577635,1,1.5693892854818838,3,0,0,1
1183,185,1,3,1.2221890400345958,1,0.09303365219083709,2,2,0,0
1184,302,1,2,-0.7677825870401173,0,0.28618840948448343,2,0,0,0
1185,688,1,4,-0.16168294973943814,0,-0.6791820320560563,0,1,0,0
1186,303,1,3,-0.8949689052364397,1,0.46250972112545524,1,2,0,0
1187,455,1,2,-0.7995639126481358,0,0.14405067562296858,1,0,0,0
1188,610,0,4,-0.11213300062023451,0,-0.5603794335666858,3,1,0,1
1189,306,2,3,0.016218860634727213,1,-1.0307742879886241,1,3,0,0
1190,521,1,3,-0.6881215394317656,0,-0.7590910737837505,2,0,0,1
1191,233,1,4,-0.8788886921360747,1,-1.529016278004656,1,0,0,0
1192,379,1,3,-0.19671505932141684,1,0.07078911340387954,1,2,0,0
1193,563,1,5,0.860093707279034,0,0.2916492470864163,1,0,1,0
1194,181,1,2,-0.779067660236781,1,0.2586767108379248,1,0,0,0
1195,588,2,6,0.18847994837878787,1,-0.15904500147996403,2,0,0,0
1196,496,1,3,-0.5119659019280494,0,-1.07634710720769,2,1,0,0
1197,610,1,4,1.9073618706408064,1,0.38361458072205096,2,2,0,0
1198,544,1,2,-0.9202085490846907,0,1.3619573120457367,2,0,0,0
1199,772,2,1,-0.9663775775159885,0,1.6739932176118888,3,2,0,1
1200,525,2,5,-0.872854286855853,0,-1.0018874756958034,0,2,0,0
1201,414,1,1,0.5435019472935412,1,-1.5217897614287956,2,0,0,0
1202,524,1,1,1.5968591430182904,1,0.33476007410182457,1,0,0,0
1203,608,1,3,0.7503268182761167,0,-0.6563984229497354,2,2,1,0
1204,509,1,4,0.27900832964172984,2,-1.5171864119335223,3,3,0,1
1205,508,1,6,-0.9475409702117906,0,0.7231805665842336,1,1,0,0
1206,359,1,4,-0.7631943583463472,0,-0.3667314729420145,3,2,0,1
1207,367,1,1,1.7781579048168112,0,-0.8122558412558917,1,1,1,0
1208,219,1,3,-0.016243191507079143,0,0.2394238587819961,3,2,0,1
1209,849,1,1,-0.36534803255643344,2,-0.6132226845485811,0,1,0,0
1210,251,2,5,0.06663792635470708,1,-1.1738618474470237,1,1,0,0
1211,361,1,4,-0.807764455827631,1,-1.5291126938719992,2,1,0,0
1212,356,1,3,1.2640059739065233,0,-0.5121218464407176,3,1,1,1
